batch_size,latency_ms
1,401.1158120119944
1,239.2391039757058
1,232.04263398656622
1,233.18140400806442
1,245.8624040009454
1,233.9411519933492
1,233.78875199705362
1,232.15545597486198
1,235.0989100523293
1,231.3144090003334
1,243.5557980206795
1,232.77671000687405
1,231.9505310151726
1,230.7347419555299
1,232.5022859731689
1,235.46204098965973
1,235.78276904299855
1,244.38485002610832
1,234.39990199403837
1,246.39932898571715
1,239.75914501352236
1,261.1808490473777
1,230.97935802070424
1,232.51839797012508
1,233.78906497964635
1,230.9610769734718
1,232.8740360098891
1,232.64360398752615
1,238.65259200101718
1,234.6130100195296
1,233.0572290229611
1,235.42944999644533
1,234.7525220247917
1,229.57132098963484
1,232.5672130100429
1,235.42836599517614
1,232.79276199173182
1,236.84856604086235
1,240.98625098122284
1,231.57653101952747
1,230.72513402439654
1,236.74757801927626
1,238.9635540312156
1,236.10706900944933
1,285.68728297250345
1,235.514794010669
1,236.73476703697816
1,250.20927499281242
1,232.6921689673327
1,234.51185104204342
1,232.17342799762264
1,231.2232680269517
1,231.25970899127424
1,234.14452199358493
1,230.61196703929454
1,233.18047099746764
1,233.34949201671407
1,232.76988603174686
1,266.58733800286427
1,230.77144101262093
1,230.74227501638234
1,231.515594990924
1,234.2926660203375
1,232.60970902629197
1,246.04653305141255
1,236.35779798496515
1,237.95283504296094
1,230.12672702316195
1,232.1333170402795
1,232.1446150308475
1,232.24371700780466
1,234.0610629762523
1,241.92755500553176
1,230.44102499261498
1,233.229745994322
1,231.38072696747258
1,233.37158799404278
1,231.8281019688584
1,229.98285299399868
1,231.365340994671
1,233.3808519761078
1,231.3303219852969
1,234.31621899362653
1,245.59526698431
1,230.60341400559992
1,230.81048397580162
1,235.20451999502257
1,231.44653701456264
1,232.4346189852804
1,231.14225501194596
1,244.08844602294266
1,234.65808195760474
1,234.29320595460013
1,230.1890300004743
1,231.90306196920574
1,232.95387404505163
1,237.38931701518595
1,230.36842903820798
1,232.68446198198944
1,236.32043600082397
2,439.4032940035686
2,419.5134650217369
2,422.6425039814785
2,420.2931760228239
2,418.6136799980886
