batch_size,latency_ms
1,16.546221973840147
1,8.927264017984271
1,8.82527802605182
1,9.221213986165822
1,8.938393031712621
1,8.56840203050524
1,8.680547995027155
1,8.569903031457216
1,8.47162603167817
1,8.415742020588368
1,8.479361014906317
1,8.269869023934007
1,8.32761701894924
1,8.915785001590848
1,8.559709996916354
1,8.445050974842161
1,8.503503981046379
1,8.273825980722904
1,7.9701439826749265
1,8.082616026513278
1,8.075238030869514
1,7.983963005244732
1,7.979593996424228
1,7.943250995595008
1,8.029161021113396
1,8.06608604034409
1,8.043106994591653
1,8.01282498287037
1,8.12836003024131
1,7.990333018824458
1,8.001743000932038
1,7.987463963218033
1,8.067154965829104
1,8.065628993790597
1,8.056555991061032
1,8.157828997354954
1,8.54236597660929
1,8.208066981751472
1,8.194653026293963
1,8.2051350036636
1,8.114702010061592
1,8.039268024731427
1,7.9186519724316895
1,8.168903004843742
1,8.164099010173231
1,7.969925994984806
1,7.959207985550165
1,8.18743504351005
1,8.08281300123781
1,7.9645030200481415
1,7.9774699988774955
1,8.023687987588346
1,8.091579016763717
1,8.003179042134434
1,8.07242002338171
1,8.067030983511358
1,8.032882993575186
1,7.988567987922579
1,8.53180600097403
1,8.290952013339847
1,8.152994967531413
1,8.078604994807392
1,8.12885700725019
1,8.047548006288707
1,8.064645051490515
1,7.98895995831117
1,8.169911976438016
1,8.009300043340772
1,7.97372602391988
1,8.082790009211749
1,8.049595984630287
1,8.07800202164799
1,8.009497018065304
1,7.98703997861594
1,7.9906570026651025
1,7.960106013342738
1,8.09896900318563
1,7.983579009305686
1,7.923214987386018
1,7.9934599925763905
1,8.488642051815987
1,8.26421903911978
1,8.058405015617609
1,7.971837010700256
1,8.063265995588154
1,8.05964000755921
1,7.930806023068726
1,8.014994964469224
1,8.081820036750287
1,8.036279992666095
1,8.135217009112239
1,7.994867046363652
1,8.141299011185765
1,8.105729008093476
1,8.060486987233162
1,8.094547025393695
1,7.987382006831467
1,7.996336033102125
1,7.98205699538812
1,8.044381975196302
2,12.090411968529224
2,11.734188010450453
2,11.820779007393867
2,11.562614003196359
2,11.549808026757091
2,11.419696966186166
2,11.467703036032617
2,11.450604011770338
2,10.833156004082412
2,11.0393560025841
2,11.554027034435421
2,10.932451987173408
2,11.05456898221746
2,11.592980998102576
2,11.386024008970708
2,11.363244033418596
2,11.168661992996931
2,11.390292027499527
2,11.095365975052118
2,11.530265037436038
2,10.98537998041138
2,10.85416303249076
2,11.315207986626774
2,11.497892963234335
2,11.090539977885783
2,11.931110988371074
2,11.450495978351682
2,11.533404991496354
2,11.134542000945657
2,11.559195991139859
2,11.549563030712306
2,11.158551962580532
2,11.449856974650174
2,11.42762100789696
2,11.513906996697187
2,11.387443053536117
2,11.489889002405107
2,11.391874984838068
2,11.807464994490147
2,11.414080974645913
2,10.808510996866971
2,11.988902988377959
2,11.634717986453325
2,11.311952024698257
2,11.549970018677413
2,11.131976032629609
2,11.126462020911276
2,11.54987997142598
2,11.889119981788099
2,11.88687200192362
2,11.58153498545289
2,11.54667598893866
2,11.607411957811564
2,11.503734975121915
2,10.810739011503756
2,11.419844988267869
2,11.404623975977302
2,11.527449998538941
2,11.470992991235107
2,11.411993007641286
2,11.50560099631548
2,11.799842992331833
2,11.542013031430542
2,11.062663979828358
2,11.641769960988313
2,11.593250033911318
2,11.721407005097717
2,11.403563024941832
2,11.454806022811681
2,11.107111000455916
2,11.276699020527303
2,11.199156986549497
2,11.314968985971063
2,11.966658988967538
2,11.850420967675745
2,11.820582032669336
2,11.362455028574914
2,11.132834013551474
2,11.672077002003789
2,11.6085089975968
2,11.554030992556363
2,11.53815200086683
2,10.874961968511343
2,11.57346396939829
2,11.825794994365424
2,12.032022990752012
2,11.66899997042492
2,11.108750011771917
2,11.820642976090312
2,11.442660994362086
2,11.53099600924179
2,11.733164021279663
2,11.523072025738657
2,11.050974018871784
2,11.510201031342149
2,11.740209010895342
2,11.545394954737276
2,11.934682028368115
2,11.722410039510578
2,11.380113021004945
3,18.861948046833277
3,17.016438010614365
3,17.40965899080038
3,17.636889999266714
3,17.386343970429152
3,16.809916007332504
3,17.061103018932045
3,17.508226970676333
3,16.75599702866748
3,16.9632849865593
3,17.11518899537623
3,16.888075973838568
3,17.382911988534033
3,17.117464973125607
3,17.630296992138028
3,15.79599198885262
3,17.924220010172576
3,17.009934002999216
3,16.13219000864774
3,17.46345905121416
3,17.32408901443705
3,16.597967012785375
3,17.07119500497356
3,17.69288000650704
3,17.38776103593409
3,16.962681023869663
3,17.301902000326663
3,17.035554978065193
3,17.14939100202173
3,16.335360996890813
3,18.480414990335703
3,17.805645999033004
3,16.673404024913907
3,17.41850603139028
3,17.24667096277699
3,16.816777002532035
3,17.538983025588095
3,16.921213013119996
3,17.296082980465144
3,16.510867048054934
3,16.518023039679974
3,17.120018019340932
3,17.33499503461644
3,16.99891098542139
3,17.578497994691133
3,16.935900028329343
3,18.386459967587143
3,17.940930963959545
3,17.716012021992356
3,16.88521698815748
3,17.14627700857818
3,16.834997048135847
3,17.606393957976252
3,17.259448999539018
3,18.350836995523423
3,18.014651024714112
3,17.542768036946654
3,17.32854201691225
3,16.938242013566196
3,17.46476994594559
3,16.901311988476664
3,17.30277598835528
3,17.635892960242927
3,17.705917998682708
3,18.23060301830992
3,17.602356034331024
3,17.61936699040234
3,17.758517991751432
3,17.27462001144886
3,17.45540404226631
3,18.356395012233406
3,17.50830002129078
3,16.580700990743935
3,17.513627011794597
3,17.085570958442986
3,17.748775950167328
3,17.410792992450297
3,17.71811896469444
3,17.428477003704756
3,17.724835022818297
3,17.53733999794349
3,17.641390033531934
3,17.32254499802366
3,17.44185102870688
3,17.019185004755855
3,17.933295981492847
3,17.69780501490459
3,16.57443301519379
3,17.765999014955014
3,17.944374994840473
3,17.55817700177431
3,16.521928017027676
3,17.631537979468703
3,17.203080002218485
3,17.58855301886797
3,16.247910971287638
3,17.84149999730289
3,17.738128954079002
3,17.40768802119419
3,15.849690011236817
4,21.920285013038665
4,22.293403977528214
4,23.181750962976366
4,21.26263198442757
4,21.5203280095011
4,22.805768996477127
4,20.945618976838887
4,23.032591969240457
4,22.28678500978276
4,22.24299102090299
4,21.870978991501033
4,22.022940043825656
4,22.414637031033635
4,21.35811297921464
4,22.58138102479279
4,23.016754013951868
4,20.613002008758485
4,22.541355981957167
4,22.008993022609502
4,22.974640014581382
4,22.146721021272242
4,21.720933029428124
4,21.2384489714168
4,21.984675026033074
4,20.7599819987081
4,22.570262022782117
4,21.74998098053038
4,22.417075000703335
4,22.20883604604751
4,22.181529959198087
4,22.6772699970752
4,22.067957965191454
4,22.26967498427257
4,21.91711898194626
4,22.57060701958835
4,21.922726999036968
4,20.43496200349182
4,21.996863011736423
4,21.79044601507485
4,21.600568026769906
4,21.979805023875087
4,21.87274902826175
4,22.207145986612886
4,21.262322028633207
4,22.486022033262998
4,21.52588003082201
4,21.507914003450423
4,21.342113963328302
4,22.435366990976036
4,23.129422042984515
4,22.302090015728027
4,21.75511803943664
4,22.71633199416101
4,21.008212002925575
4,20.91924799606204
4,21.355327975470573
4,21.571900986600667
4,21.716604998800904
4,23.123631021007895
4,20.321011019404978
4,21.25968801556155
4,21.78887400077656
4,22.36880495911464
4,22.425873030442744
4,21.897556958720088
4,22.259875026065856
4,21.09941403614357
4,21.411599998828024
4,21.020654996391386
4,22.403108014259487
4,22.35868200659752
4,22.15612301370129
4,21.304270019754767
4,22.05601002788171
4,21.99401502730325
4,22.508655034471303
4,22.119550965726376
4,21.691008005291224
4,22.7138539776206
4,21.984699997119606
4,22.547213011421263
4,22.821635997388512
4,22.50688598724082
4,21.525941032450646
4,22.326692007482052
4,21.6638789861463
4,21.27788501093164
4,23.42776901787147
4,22.140867018606514
4,21.12431899877265
4,21.364743006415665
4,20.86734602926299
4,19.946552987676114
4,21.826611016876996
4,20.349485974293202
4,21.9529930036515
4,20.394734980072826
4,22.588504012674093
4,21.637070982251316
4,21.06222399743274
5,24.95001401985064
5,23.46644800854847
5,23.94323598127812
5,25.328718009404838
5,25.323652022052556
5,25.100436992943287
5,25.874573970213532
5,24.95230099884793
5,24.91112903226167
5,25.120870966929942
5,24.73479905165732
5,24.43777199368924
5,25.01376799773425
5,24.83400102937594
5,24.64512304868549
5,25.313004036433995
5,25.260343041736633
5,25.02661501057446
5,25.005508039612323
5,24.74996796809137
5,24.4663130142726
5,23.95648800302297
5,24.908108985982835
5,23.90119998017326
5,24.728242016863078
5,25.829663034528494
5,22.872579051181674
5,23.96876097191125
5,24.826025997754186
5,24.044268007855862
5,25.038330000825226
5,24.288948974572122
5,23.75879598548636
5,24.01790802832693
5,23.93346099415794
5,26.11016301671043
5,23.426664993166924
5,23.821913986466825
5,23.628695984371006
5,23.69392104446888
5,23.997542972210795
5,25.37010400556028
5,24.394279986154288
5,25.076268997509032
5,25.347275019157678
5,22.408961958717555
5,23.212334024719894
5,24.643711978569627
5,25.332971999887377
5,24.403272022027522
5,24.730827019084245
5,25.245658995117992
5,25.276814005337656
5,24.843171006068587
5,23.79899297375232
5,23.97580398246646
